Date,Price,Open,High,Low,Vol.,Change %
10/9/2019,"10,774","10,714","10,893","10,714",733.72K,0.56%
10/8/2019,"10,714","10,893","10,893","10,595",1.39M,0.56%
10/7/2019,"10,655","11,012","11,071","10,536",2.55M,-2.72%
10/4/2019,"10,952","11,071","11,131","10,952",1.65M,-1.07%
10/3/2019,"11,071","10,952","11,131","10,833",1.92M,0.54%
10/2/2019,"11,012","10,714","11,131","10,655",6.84M,2.21%
10/1/2019,"10,774","10,833","10,833","10,595",1.60M,0.56%
9/30/2019,"10,714","10,774","10,833","10,655",1.52M,0.56%
9/27/2019,"10,655","10,774","10,893","10,655",2.53M,-1.65%
9/26/2019,"10,833","10,298","10,893","10,298",5.91M,5.20%
9/25/2019,"10,298","10,298","10,357","10,238",916.71K,-0.57%
9/24/2019,"10,357","10,238","10,357","10,238",436.32K,1.16%
9/23/2019,"10,238","10,298","10,357","10,238",710.92K,-0.58%
9/20/2019,"10,298","10,298","10,417","10,238",569.83K,0.00%
9/19/2019,"10,298","10,238","10,357","10,179",477.96K,1.17%
9/18/2019,"10,179","10,417","10,417","10,179",878.98K,-1.16%
9/17/2019,"10,298","10,417","10,417","10,298",706.47K,-1.14%
9/16/2019,"10,417","10,536","10,595","10,357",1.07M,-0.57%
9/13/2019,"10,476","10,179","10,595","10,119",711.27K,1.73%
9/12/2019,"10,298","10,119","10,357","10,119",463.46K,2.37%
9/11/2019,"10,060","10,119","10,179","10,000",543.59K,0.60%
9/10/2019,"10,000","10,417","10,417","9,941",1.90M,-2.89%
9/9/2019,"10,298","10,476","10,536","10,298",602.07K,-2.26%
9/6/2019,"10,536","10,536","10,595","10,417",661.69K,0.00%
9/5/2019,"10,536","10,536","10,595","10,476",337.07K,0.57%
9/4/2019,"10,476","10,595","10,595","10,476",790.90K,-0.56%
9/3/2019,"10,536","10,417","10,774","10,357",3.18M,1.14%
8/30/2019,"10,417","10,417","10,655","10,357",476.63K,0.00%
8/29/2019,"10,417","10,476","10,536","10,357",502.42K,-0.57%
8/28/2019,"10,476","10,655","10,714","10,357",989.84K,-1.68%
8/27/2019,"10,655","10,536","10,893","10,476",1.17M,1.70%
8/26/2019,"10,476","10,655","10,655","10,476",977.24K,-1.68%
8/23/2019,"10,655","10,595","10,714","10,595",1.13M,0.00%
8/22/2019,"10,655","10,952","10,952","10,655",2.04M,-1.65%
8/21/2019,"10,833","10,833","11,012","10,714",1.43M,0.00%
8/20/2019,"10,833","10,893","10,952","10,774",1.36M,0.00%
8/19/2019,"10,833","11,012","11,191","10,774",1.68M,-1.09%
8/16/2019,"10,952","10,595","11,071","10,536",3.37M,3.37%
8/15/2019,"10,595","10,060","10,655","9,941",1.87M,5.33%
8/14/2019,"10,060","10,060","10,536","10,000",1.03M,1.74%
8/13/2019,"9,887","10,038","10,089","9,837",1.62M,-1.51%
8/12/2019,"10,038","10,038","10,089","9,938",2.00M,-0.50%
8/9/2019,"10,089","10,038","10,190","10,038",2.13M,0.00%
8/8/2019,"10,089","9,938","10,139","9,938",1.69M,1.01%
8/7/2019,"9,988","9,635","10,240","9,584",4.22M,3.66%
8/6/2019,"9,635","9,584","9,635","9,433",920.44K,-0.52%
8/5/2019,"9,685","9,484","9,736","9,484",1.91M,2.13%
8/2/2019,"9,484","9,484","9,584","9,433",1.22M,-1.05%
8/1/2019,"9,584","9,433","9,635","9,383",1.00M,1.60%
7/31/2019,"9,433","9,433","9,433","9,332",564.44K,0.54%
7/30/2019,"9,383","9,534","9,584","9,383",1.43M,-2.10%
7/29/2019,"9,584","9,635","9,736","9,433",1.20M,-0.52%
7/26/2019,"9,635","9,635","9,685","9,584",489.97K,0.00%
7/25/2019,"9,635","9,433","9,736","9,433",1.60M,1.60%
7/24/2019,"9,484","9,383","9,484","9,282",1.03M,1.08%
7/23/2019,"9,383","9,383","9,433","9,332",778.94K,0.00%
7/22/2019,"9,383","9,484","9,534","9,231",824.79K,-1.06%
7/19/2019,"9,484","9,383","9,534","9,383",799.09K,0.00%
7/18/2019,"9,484","9,181","9,534","9,181",1.62M,2.73%
7/17/2019,"9,231","9,282","9,383","9,181",1.37M,-1.08%
7/16/2019,"9,332","9,231","9,484","9,231",1.39M,1.09%
7/15/2019,"9,231","8,828","9,332","8,828",2.66M,3.39%
7/12/2019,"8,929","8,576","8,979","8,576",1.85M,4.12%
7/11/2019,"8,576","8,525","8,576","8,475",244.03K,0.59%
7/10/2019,"8,525","8,525","8,576","8,475",282.95K,0.00%
7/9/2019,"8,525","8,626","8,626","8,475",655.72K,-1.17%
7/8/2019,"8,626","8,576","8,676","8,576",247.15K,0.00%
7/5/2019,"8,626","8,676","8,777","8,576",238.19K,1.99%
7/4/2019,"8,458","8,311","8,604","8,262",722.52K,1.77%
7/3/2019,"8,311","8,018","8,311","8,018",552.98K,3.03%
7/2/2019,"8,067","8,018","8,116","8,018",240.71K,0.00%
7/1/2019,"8,067","7,969","8,116","7,969",139.02K,0.61%
6/28/2019,"8,018","7,969","8,018","7,920",177.98K,0.61%
6/27/2019,"7,969","8,067","8,164","7,969",708.51K,-1.21%
6/26/2019,"8,067","7,969","8,164","7,284",255.90K,0.00%
6/25/2019,"8,067","8,067","8,116","8,018",225.96K,-0.60%
6/24/2019,"8,116","8,164","8,164","8,067",361.38K,-0.60%
6/21/2019,"8,164","8,164","8,213","8,116",211.99K,0.00%
6/20/2019,"8,164","7,969","8,213","7,969",244.49K,1.21%
6/19/2019,"8,067","8,018","8,067","7,969",242.55K,0.00%
6/18/2019,"8,067","8,164","8,164","8,018",334.24K,-1.20%
6/17/2019,"8,164","8,116","8,213","8,067",365.64K,0.00%
6/14/2019,"8,164","8,018","8,164","7,969",234.57K,1.83%
6/13/2019,"8,018","8,067","8,067","7,969",177.97K,0.00%
6/12/2019,"8,018","8,116","8,116","7,969",365.69K,-1.20%
6/11/2019,"8,116","8,213","8,262","8,067",815.69K,-1.19%
6/10/2019,"8,213","8,311","8,360","8,213",275.18K,-1.75%
6/7/2019,"8,360","8,311","8,360","8,311",123.22K,0.59%
6/6/2019,"8,311","8,507","8,507","8,311",381.89K,-2.30%
6/5/2019,"8,507","8,507","8,751","8,409",284.97K,0.39%
6/4/2019,"8,474","8,474","8,474","8,379",171.06K,0.00%
6/3/2019,"8,474","8,474","8,521","8,379",532.78K,-0.56%
5/31/2019,"8,521","8,521","8,616","8,474",829.37K,0.00%
5/30/2019,"8,521","8,521","8,569","8,474",430.39K,0.00%
5/29/2019,"8,521","8,616","8,616","8,521",386.18K,-0.55%
5/28/2019,"8,569","8,569","8,569","8,521",262.48K,-0.55%
5/27/2019,"8,616","8,663","8,663","8,521",591.98K,-0.55%
5/24/2019,"8,663","8,711","8,711","8,616",469.64K,-0.54%
5/23/2019,"8,711","8,758","8,758","8,711",210.19K,-0.54%
5/22/2019,"8,758","8,758","8,758","8,711",459.04K,0.00%
5/21/2019,"8,758","8,711","8,805","8,663",1.02M,0.54%
5/20/2019,"8,711","8,805","8,805","8,711",818.67K,-1.08%
5/17/2019,"8,805","8,805","8,805","8,711",959.26K,0.00%
5/16/2019,"8,805","8,805","8,900","8,805",283.85K,0.00%
5/15/2019,"8,805","8,758","8,853","8,711",319.14K,0.54%
5/14/2019,"8,758","8,711","8,758","8,663",311.57K,-28.18%
5/13/2019,"12,195","12,195","12,261","12,129",265.94K,0.54%
5/10/2019,"12,129","12,062","12,129","11,996",267.99K,1.11%
5/9/2019,"11,996","12,062","12,129","11,930",146.02K,-0.55%
5/8/2019,"12,062","12,129","12,129","11,863",329.58K,-1.09%
5/7/2019,"12,195","12,195","12,195","12,129",75.43K,0.00%
5/6/2019,"12,195","12,327","12,327","12,129",221.39K,-0.54%
5/3/2019,"12,261","12,460","12,460","12,261",309.68K,-1.07%
5/2/2019,"12,394","12,592","12,592","12,394",320.69K,-1.57%
4/26/2019,"12,592","12,592","12,725","12,526",121.22K,0.00%
4/25/2019,"12,592","12,592","12,592","12,526",117.11K,0.53%
4/24/2019,"12,526","12,460","12,592","12,460",137.94K,0.53%
4/23/2019,"12,460","12,526","12,526","12,327",302.87K,-1.05%
4/22/2019,"12,592","12,592","12,659","12,460",244.53K,0.00%
4/19/2019,"12,592","12,725","12,725","12,592",124.17K,0.00%
4/18/2019,"12,592","12,725","12,791","12,592",238.92K,-1.05%
4/17/2019,"12,725","12,725","12,791","12,659",346.63K,0.00%
4/16/2019,"12,725","12,924","12,924","12,592",105.98K,0.00%
4/12/2019,"12,725","12,659","12,791","12,592",145.58K,-0.52%
4/11/2019,"12,791","12,858","12,858","12,725",173.83K,0.00%
4/10/2019,"12,791","12,858","12,858","12,659",330.62K,-0.52%
4/9/2019,"12,858","12,924","12,990","12,858",747.10K,-0.51%
4/8/2019,"12,924","12,858","12,924","12,791",641.22K,0.51%
4/5/2019,"12,858","12,924","12,924","12,791",308.67K,0.00%
4/4/2019,"12,858","12,725","12,924","12,725",668.32K,1.05%
4/3/2019,"12,725","12,725","12,791","12,659",387.89K,0.00%
4/2/2019,"12,725","12,725","12,858","12,659",647.73K,0.00%
4/1/2019,"12,725","12,725","12,791","12,659",661.62K,1.06%
3/29/2019,"12,592","12,725","12,858","12,592",749.84K,0.00%
3/28/2019,"12,592","12,592","12,659","12,394",686.12K,1.60%
3/27/2019,"12,394","12,394","12,460","12,327",206.73K,1.08%
3/26/2019,"12,261","12,394","12,460","12,261",354.92K,-0.54%
3/25/2019,"12,327","12,526","12,592","12,261",465.94K,-3.13%
3/22/2019,"12,725","12,592","12,725","12,526",369.39K,1.59%
3/21/2019,"12,526","12,791","12,858","12,526",429.40K,-2.07%
3/20/2019,"12,791","12,924","12,924","12,592",838.37K,-1.03%
3/19/2019,"12,924","13,056","13,189","12,592",564.33K,-1.52%
3/18/2019,"13,123","13,056","13,189","12,990",543.17K,0.51%
3/15/2019,"13,056","13,123","13,123","12,990",385.69K,0.00%
3/14/2019,"13,056","13,189","13,189","13,056",280.54K,-0.51%
3/13/2019,"13,123","12,924","13,388","12,858",1.36M,2.06%
3/12/2019,"12,858","12,592","12,924","12,592",610.72K,1.57%
3/11/2019,"12,659","12,592","12,725","12,460",400.06K,0.53%
3/8/2019,"12,592","12,725","12,791","12,526",267.73K,-1.05%
3/7/2019,"12,725","12,592","12,924","12,592",405.67K,0.00%
3/6/2019,"12,725","12,460","12,924","12,261",836.77K,1.59%
3/5/2019,"12,526","12,526","12,592","12,460",370.80K,-0.52%
3/4/2019,"12,592","12,261","12,725","12,261",511.68K,2.15%
3/1/2019,"12,327","12,261","12,394","12,195",228.71K,0.54%
