Date,Price,Open,High,Low,Vol.,Change %
6/24/2022,"11,067.00","11,200.00","11,400.00","10,900.00",1.87M,-1.19%
6/23/2022,"11,200.00","11,000.00","11,200.00","10,867.00",1.24M,1.82%
6/22/2022,"11,000.00","10,867.00","11,200.00","10,633.00",1.70M,2.49%
6/21/2022,"10,733.00","10,767.00","10,867.00","10,533.00",1.26M,-0.32%
6/20/2022,"10,767.00","10,533.00","10,800.00","10,333.00",3.49M,0.00%
6/17/2022,"10,767.00","11,000.00","11,067.00","10,533.00",4.09M,-4.44%
6/16/2022,"11,267.00","11,500.00","11,600.00","11,200.00",1.40M,-0.58%
6/15/2022,"11,333.00","11,600.00","11,733.00","11,000.00",2.94M,-2.58%
6/14/2022,"11,633.00","11,400.00","11,900.00","11,400.00",1.60M,-0.85%
6/13/2022,"11,733.00","12,333.00","12,400.00","11,733.00",3.70M,-6.88%
6/10/2022,"12,600.00","12,900.00","12,967.00","12,567.00",1.66M,-3.32%
6/9/2022,"13,033.00","13,067.00","13,167.00","12,800.00",1.03M,-0.26%
6/8/2022,"13,067.00","12,600.00","13,233.00","12,600.00",2.05M,2.62%
6/7/2022,"12,733.00","12,833.00","12,867.00","12,133.00",2.01M,-0.78%
6/6/2022,"12,833.00","12,967.00","13,067.00","12,833.00",1.75M,-1.28%
6/3/2022,"13,000.00","13,167.00","13,233.00","12,967.00",1.26M,-1.01%
6/2/2022,"13,133.00","13,333.00","13,533.00","13,067.00",1.52M,-1.50%
6/1/2022,"13,333.00","13,367.00","13,500.00","13,267.00",1.62M,0.50%
5/31/2022,"13,267.00","13,533.00","13,533.00","13,267.00",1.88M,-2.21%
5/30/2022,"13,567.00","13,667.00","13,667.00","13,367.00",1.83M,0.25%
5/27/2022,"13,533.00","13,400.00","13,533.00","13,333.00",2.29M,0.74%
5/26/2022,"13,433.00","13,600.00","13,667.00","13,233.00",2.17M,-1.23%
5/25/2022,"13,600.00","13,600.00","13,633.00","13,300.00",2.48M,1.49%
5/24/2022,"13,400.00","13,333.00","13,400.00","12,867.00",1.86M,0.50%
5/23/2022,"13,333.00","13,600.00","13,667.00","13,000.00",1.84M,-1.48%
5/20/2022,"13,533.00","13,433.00","13,600.00","13,267.00",2.57M,0.49%
5/19/2022,"13,467.00","12,000.00","13,467.00","12,000.00",4.18M,6.60%
5/18/2022,"12,633.00","12,500.00","13,000.00","12,333.00",2.46M,2.43%
5/17/2022,"12,333.00","11,467.00","12,333.00","11,333.00",2.26M,6.94%
5/16/2022,"11,533.00","11,633.00","12,067.00","11,467.00",3.02M,0.00%
5/13/2022,"11,533.00","12,367.00","12,367.00","11,533.00",6.04M,-6.74%
5/12/2022,"12,367.00","13,267.00","13,267.00","12,367.00",3.45M,-6.78%
5/11/2022,"13,267.00","13,400.00","13,433.00","13,067.00",1.74M,0.51%
5/10/2022,"13,200.00","12,833.00","13,433.00","12,833.00",2.26M,-4.12%
5/9/2022,"13,767.00","14,667.00","14,833.00","13,767.00",3.42M,-6.98%
5/6/2022,"14,800.00","15,267.00","15,333.00","14,800.00",1.34M,-6.13%
5/5/2022,"15,767.00","15,467.00","15,767.00","14,800.00",2.03M,2.60%
5/4/2022,"15,367.00","15,467.00","15,567.00","15,333.00",1.82M,-3.55%
4/29/2022,"15,933.00","15,000.00","15,933.00","15,000.00",5.89M,3.91%
4/28/2022,"15,333.00","14,900.00","15,333.00","14,800.00",2.50M,1.77%
4/27/2022,"15,067.00","15,000.00","15,267.00","14,767.00",1.44M,-0.66%
4/26/2022,"15,167.00","14,667.00","15,267.00","14,133.00",2.31M,1.79%
4/25/2022,"14,900.00","15,933.00","15,933.00","14,900.00",4.19M,-6.88%
4/22/2022,"16,000.00","15,633.00","16,033.00","15,233.00",6.22M,2.13%
4/21/2022,"15,667.00","15,467.00","15,667.00","14,767.00",7.13M,1.29%
4/20/2022,"15,467.00","16,100.00","16,367.00","15,467.00",3.53M,-3.73%
4/19/2022,"16,067.00","16,600.00","16,700.00","16,000.00",2.36M,-1.63%
4/18/2022,"16,333.00","17,067.00","17,133.00","16,000.00",3.59M,-4.30%
4/15/2022,"17,067.00","17,100.00","17,467.00","17,033.00",2.86M,-0.39%
4/14/2022,"17,133.00","17,000.00","17,467.00","16,933.00",2.64M,1.18%
4/13/2022,"16,933.00","16,967.00","16,967.00","16,733.00",2.20M,0.79%
4/12/2022,"16,800.00","17,200.00","17,300.00","16,800.00",2.84M,-2.33%
4/8/2022,"17,200.00","17,367.00","17,467.00","17,067.00",1.68M,-0.96%
4/7/2022,"17,367.00","17,467.00","17,800.00","17,333.00",4.10M,-0.19%
4/6/2022,"17,400.00","17,200.00","17,467.00","17,200.00",2.47M,0.39%
4/5/2022,"17,333.00","17,500.00","17,500.00","17,200.00",1.86M,-0.77%
4/4/2022,"17,467.00","17,400.00","17,533.00","17,400.00",4.12M,1.95%
4/1/2022,"17,133.00","16,867.00","17,167.00","16,733.00",1.84M,1.18%
3/31/2022,"16,933.00","17,000.00","17,100.00","16,867.00",1.17M,0.20%
3/30/2022,"16,900.00","16,667.00","17,167.00","16,667.00",5.11M,-1.56%
3/29/2022,"17,167.00","17,033.00","17,233.00","17,033.00",3.50M,0.20%
3/28/2022,"17,133.00","17,300.00","17,467.00","17,067.00",3.03M,-34.48%
3/25/2022,"26,150.00","26,350.00","26,500.00","26,100.00",1.39M,-1.13%
3/24/2022,"26,450.00","26,500.00","26,550.00","26,250.00",1.89M,0.57%
3/23/2022,"26,300.00","26,600.00","26,600.00","26,250.00",1.18M,-0.38%
3/22/2022,"26,400.00","26,100.00","26,500.00","26,050.00",1.91M,1.34%
3/21/2022,"26,050.00","26,100.00","26,150.00","25,900.00",1.27M,-0.19%
3/18/2022,"26,100.00","26,150.00","26,200.00","25,950.00",1.06M,0.00%
3/17/2022,"26,100.00","26,300.00","26,300.00","26,050.00",1.04M,0.19%
3/16/2022,"26,050.00","25,900.00","26,200.00","25,850.00",1.19M,1.17%
3/15/2022,"25,750.00","25,700.00","25,900.00","25,600.00",856.20K,0.59%
3/14/2022,"25,600.00","25,850.00","26,000.00","25,500.00",1.55M,-1.54%
3/11/2022,"26,000.00","25,850.00","26,000.00","25,700.00",1.34M,0.58%
3/10/2022,"25,850.00","26,300.00","26,300.00","25,850.00",1.31M,0.39%
3/9/2022,"25,750.00","25,900.00","26,050.00","25,600.00",1.59M,-0.58%
3/8/2022,"25,900.00","25,900.00","26,350.00","25,900.00",2.85M,-0.58%
3/7/2022,"26,050.00","26,100.00","26,200.00","25,950.00",3.11M,-1.51%
3/4/2022,"26,450.00","26,200.00","26,500.00","26,200.00",1.33M,0.95%
3/3/2022,"26,200.00","26,150.00","26,400.00","25,900.00",2.62M,0.77%
3/2/2022,"26,000.00","26,400.00","26,500.00","25,950.00",4.40M,-1.89%
3/1/2022,"26,500.00","26,550.00","26,700.00","26,350.00",2.65M,-0.19%
2/28/2022,"26,550.00","26,950.00","26,950.00","26,550.00",2.36M,-1.30%
2/25/2022,"26,900.00","26,950.00","27,450.00","26,850.00",2.21M,0.19%
2/24/2022,"26,850.00","27,450.00","27,550.00","26,200.00",4.36M,-2.19%
2/23/2022,"27,450.00","27,800.00","27,900.00","27,350.00",2.33M,-0.54%
2/22/2022,"27,600.00","27,200.00","27,900.00","27,050.00",2.38M,0.73%
2/21/2022,"27,400.00","27,250.00","27,450.00","26,800.00",3.07M,0.37%
2/18/2022,"27,300.00","27,250.00","27,450.00","27,100.00",2.60M,0.00%
2/17/2022,"27,300.00","27,400.00","27,500.00","27,200.00",1.69M,0.18%
2/16/2022,"27,250.00","27,500.00","27,500.00","27,000.00",2.06M,0.00%
2/15/2022,"27,250.00","27,000.00","27,400.00","26,800.00",2.68M,0.93%
2/14/2022,"27,000.00","28,200.00","28,450.00","27,000.00",5.22M,-5.59%
2/11/2022,"28,600.00","28,400.00","28,950.00","28,350.00",3.64M,0.70%
2/10/2022,"28,400.00","28,300.00","28,800.00","28,200.00",3.22M,-0.35%
2/9/2022,"28,500.00","29,000.00","29,100.00","28,400.00",4.36M,-1.04%
2/8/2022,"28,800.00","27,800.00","29,000.00","27,650.00",8.27M,3.78%
2/7/2022,"27,750.00","28,000.00","28,000.00","27,500.00",3.20M,0.36%
1/28/2022,"27,650.00","27,700.00","28,150.00","27,200.00",3.38M,0.55%
1/27/2022,"27,500.00","28,200.00","28,200.00","27,350.00",3.65M,-1.79%
1/26/2022,"28,000.00","27,700.00","28,250.00","27,500.00",7.92M,2.94%
1/25/2022,"27,200.00","26,300.00","27,200.00","26,100.00",3.85M,3.03%
1/24/2022,"26,400.00","26,700.00","27,400.00","26,300.00",3.39M,-1.12%
1/21/2022,"26,700.00","26,100.00","27,150.00","25,850.00",3.40M,3.29%
1/20/2022,"25,850.00","25,700.00","26,150.00","25,350.00",1.56M,0.58%
1/19/2022,"25,700.00","25,900.00","26,000.00","25,550.00",1.03M,0.59%
