Date,Price,Open,High,Low,Vol.,Change %
5/26/2021,"29,500.00","29,600.00","29,800.00","29,350.00",31.49M,0.51%
5/25/2021,"29,350.00","28,950.00","29,750.00","28,900.00",24.12M,1.56%
5/24/2021,"28,900.00","28,850.00","29,250.00","28,800.00",31.60M,0.17%
5/21/2021,"28,850.00","29,250.00","29,800.00","28,800.00",45.79M,-1.87%
5/20/2021,"29,400.00","28,450.00","29,550.00","28,100.00",57.27M,3.16%
5/19/2021,"28,500.00","27,300.00","28,700.00","27,300.00",46.48M,4.40%
5/18/2021,"27,300.00","25,900.00","27,400.00","25,650.00",44.75M,5.20%
5/17/2021,"25,950.00","26,500.00","26,700.00","25,850.00",39.75M,-1.70%
5/14/2021,"26,400.00","26,600.00","26,850.00","26,150.00",32.74M,0.38%
5/13/2021,"26,300.00","26,050.00","27,150.00","26,050.00",47.11M,-0.19%
5/12/2021,"26,350.00","24,850.00","26,350.00","24,800.00",59.48M,6.90%
5/11/2021,"24,650.00","24,450.00","25,450.00","24,450.00",58.01M,1.44%
5/10/2021,"24,300.00","23,800.00","24,500.00","23,700.00",41.49M,1.25%
5/7/2021,"24,000.00","24,250.00","24,550.00","23,800.00",48.46M,-1.64%
5/6/2021,"24,400.00","24,550.00","24,900.00","24,300.00",34.27M,-1.21%
5/5/2021,"24,700.00","24,150.00","25,100.00","24,050.00",51.68M,2.49%
5/4/2021,"24,100.00","23,300.00","24,200.00","23,150.00",54.31M,0.84%
4/29/2021,"23,900.00","24,250.00","24,600.00","23,850.00",38.89M,-1.24%
4/28/2021,"24,200.00","23,100.00","24,350.00","22,900.00",71.13M,4.76%
4/27/2021,"23,100.00","22,550.00","23,250.00","22,300.00",47.55M,2.44%
4/26/2021,"22,550.00","22,900.00","23,200.00","22,450.00",41.63M,0.45%
4/23/2021,"22,450.00","21,300.00","22,450.00","20,900.00",45.23M,6.90%
4/22/2021,"21,000.00","22,500.00","22,600.00","21,000.00",35.45M,-6.67%
4/20/2021,"22,500.00","23,000.00","23,150.00","22,300.00",29.74M,-1.75%
4/19/2021,"22,900.00","22,300.00","22,900.00","22,000.00",29.03M,3.62%
4/16/2021,"22,100.00","22,200.00","22,800.00","21,800.00",41.49M,-1.12%
4/15/2021,"22,350.00","23,000.00","23,000.00","22,200.00",36.95M,-2.40%
4/14/2021,"22,900.00","22,500.00","22,950.00","22,200.00",35.11M,0.88%
4/13/2021,"22,700.00","23,450.00","23,550.00","22,600.00",46.63M,-3.20%
4/12/2021,"23,450.00","23,000.00","23,850.00","22,750.00",49.31M,3.30%
4/9/2021,"22,700.00","22,200.00","22,900.00","22,200.00",25.32M,2.25%
4/8/2021,"22,200.00","22,500.00","22,600.00","22,000.00",26.67M,-0.45%
4/7/2021,"22,300.00","22,300.00","22,600.00","22,100.00",51.63M,-1.98%
4/6/2021,"22,750.00","22,600.00","23,200.00","22,600.00",42.37M,-1.73%
4/5/2021,"23,150.00","23,000.00","23,300.00","22,600.00",46.16M,2.43%
4/2/2021,"22,600.00","21,900.00","22,950.00","21,800.00",56.04M,4.63%
4/1/2021,"21,600.00","21,400.00","21,650.00","21,100.00",33.20M,0.70%
3/31/2021,"21,450.00","21,450.00","21,900.00","21,250.00",56.67M,4.63%
3/30/2021,"20,500.00","19,250.00","20,500.00","19,000.00",99.98M,6.77%
3/29/2021,"19,200.00","19,050.00","19,250.00","18,900.00",37.00M,1.32%
3/26/2021,"18,950.00","18,750.00","19,100.00","18,300.00",23.37M,1.07%
3/25/2021,"18,750.00","18,600.00","19,050.00","18,450.00",28.72M,1.90%
3/24/2021,"18,400.00","18,550.00","18,850.00","18,300.00",22.97M,-2.13%
3/23/2021,"18,800.00","19,200.00","19,200.00","18,750.00",25.30M,-2.08%
3/22/2021,"19,200.00","19,700.00","19,700.00","19,150.00",32.82M,-2.04%
3/19/2021,"19,600.00","19,600.00","19,900.00","19,550.00",24.33M,-0.51%
3/18/2021,"19,700.00","19,850.00","19,950.00","19,600.00",19.88M,0.51%
3/17/2021,"19,600.00","19,000.00","19,750.00","19,000.00",38.32M,3.70%
3/16/2021,"18,900.00","18,950.00","19,150.00","18,750.00",23.80M,0.00%
3/15/2021,"18,900.00","19,200.00","19,350.00","18,900.00",22.95M,-1.56%
3/12/2021,"19,200.00","19,400.00","19,500.00","19,000.00",19.94M,-0.52%
3/11/2021,"19,300.00","19,000.00","19,350.00","18,850.00",34.59M,3.21%
3/10/2021,"18,700.00","18,650.00","18,900.00","18,400.00",18.97M,0.81%
3/9/2021,"18,550.00","18,500.00","18,700.00","18,300.00",14.77M,-0.27%
